hostelid,address,name,city,url
84994,"12, Rue L\u00e9on Jost",BVJ Champs-ElysÃ©es,Paris,https://www.hostelworld.com/hosteldetails.php/BVJ-Champs-Elysees/Paris/84994
19538,"11, rue burq",Hotel Bonsejour Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Bonsejour-Montmartre/Paris/19538
7276,"1 Rue de la Fontaine au Roi, 75011",Absolute Paris Boutique Hostel,Paris,https://www.hostelworld.com/hosteldetails.php/Absolute-Paris-Boutique-Hostel/Paris/7276
4887,28 Rue de Dunkerque,Smart Place Paris Gare du Nord by Hiphophostels,Paris,https://www.hostelworld.com/hosteldetails.php/Smart-Place-Paris-Gare-du-Nord-by-Hiphophostels/Paris/4887
2193,2 Square Caulaincourt 75018,Caulaincourt Montmartre by Hiphophostels,Paris,https://www.hostelworld.com/hosteldetails.php/Caulaincourt-Montmartre-by-Hiphophostels/Paris/2193
271889,"10, Rue Fran\u00e7ois 1er",Adveniat Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Adveniat-Paris/Paris/271889
23503,"15 rue de Dunkerque, 75010 Paris",Hotel Richmond Gare du Nord,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Richmond-Gare-du-Nord/Paris/23503
82165,"1, Rue de la Tour des Dames, 75009",BVJ Opera-Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/BVJ-Opera-Montmartre/Paris/82165
79010,4 rue Darcet,Hotel Darcet Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Darcet-Paris/Paris/79010
276091,51 Quai de Grenelle,Yooma Urban Lodge,Paris,https://www.hostelworld.com/hosteldetails.php/Yooma-Urban-Lodge/Paris/276091
75279,10 rue Trousseau,Auberge Internationale des Jeunes,Paris,https://www.hostelworld.com/hosteldetails.php/Auberge-Internationale-des-Jeunes/Paris/75279
263338,6 Rue Trousseau,Bastille Hostel,Paris,https://www.hostelworld.com/hosteldetails.php/Bastille-Hostel/Paris/263338
36568,"102 Rue Gabriel Peri, St Denis",Eurohotel St Denis,Paris,https://www.hostelworld.com/hosteldetails.php/Eurohotel-St-Denis/Paris/36568
15767,1 Rue Jacquard,Luna-Park Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Luna-Park-Hotel/Paris/15767
95918,"14 Avenue Eugene Thomas,Le Kremin-Bicetre",Pariscoree,Paris,https://www.hostelworld.com/hosteldetails.php/Pariscoree/Paris/95918
65184,"1 rue Charles Schmidt, Saint Ouen",Cafe Hotel de l'avenir,Paris,https://www.hostelworld.com/hosteldetails.php/Cafe-Hotel-de-l-avenir/Paris/65184
1651,"53 Rue Jean Jaur\u00e8s, Levallois Perret",Boissiere,Paris,https://www.hostelworld.com/hosteldetails.php/Boissiere/Paris/1651
2952,"11, rue Notre Dame de Lorette, 75009",Hotel France Albion,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-France-Albion/Paris/2952
99002,"197, Rue Saint Denis",Hotel Du Globe,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Du-Globe/Paris/99002
47,"11, Rue Gerando",Hotel Gerando,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Gerando/Paris/47
16776,25 Rue du Terrage,Hotel Le Terrage,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Le-Terrage/Paris/16776
8879,"67, Rue Letort",Hotel de la Terrasse,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-la-Terrasse/Paris/8879
78381,60 rue Belgrand,Hipotel Belgrand,Paris,https://www.hostelworld.com/hosteldetails.php/Hipotel-Belgrand/Paris/78381
17136,21 Rue Vicq d'Azir,Hipotel Paris Belleville,Paris,https://www.hostelworld.com/hosteldetails.php/Hipotel-Paris-Belleville/Paris/17136
8495,"16,rue de nancy 75010 paris",Liberty Hotel Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Liberty-Hotel-Paris/Paris/8495
45870,"19 Rue Victor Hugo, Villejuif",Chez Godo,Paris,https://www.hostelworld.com/hosteldetails.php/Chez-Godo/Paris/45870
12636,"2, Rue Godefroy-Cavaignac",Hotel des Arts,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-des-Arts/Paris/12636
97246,"56, Rue Roque de Fillol",The Student Hotel Paris La DÃ©fense,Paris,https://www.hostelworld.com/hosteldetails.php/The-Student-Hotel-Paris-La-Defense/Paris/97246
100064,"17 avenue de Choisy, 20 All\u00e9e Eric Chabeur",Apparteo Paris 13,Paris,https://www.hostelworld.com/hosteldetails.php/Apparteo-Paris-13/Paris/100064
14256,"13, rue Du Sommerard",Hotel Marignan,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Marignan/Paris/14256
280490,"72 rue Jean Jaur\u00e8s, Puteaux",Princesse Isabelle,Paris,https://www.hostelworld.com/hosteldetails.php/Princesse-Isabelle/Paris/280490
9100,11 Rue des 2 Gares,Hotel D'Amiens,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-D-Amiens/Paris/9100
29790,"1, Alle Edm l' Heureux, 94340 Joinville-le-Pont Pris",Hotel Hipotel Paris Hippodrome,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Hipotel-Paris-Hippodrome/Paris/29790
14103,"82, Rue Saint-Charles",Hotel Beaugrenelle Saint-Charles,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Beaugrenelle-Saint-Charles/Paris/14103
3231,22 Square de Clignancourt,Hotel des Olympiades,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-des-Olympiades/Paris/3231
12782,"43, Rue de la Felicite",Hotel de la Felicite,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-la-Felicite/Paris/12782
277252,"24 Rue D'Hautpoul, 19th Arrondissement",JP House,Paris,https://www.hostelworld.com/hosteldetails.php/JP-House/Paris/277252
71548,6 Place d'Anvers,Hotel du Square d'Anvers,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-du-Square-d-Anvers/Paris/71548
7810,"15, Rue de Malte",Mary's Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Mary-s-Hotel/Paris/7810
40955,79 Rue de Maubeuge,Hotel Maubeuge,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Maubeuge/Paris/40955
68304,18 Rue Veron,Grand Hotel de Clermont,Paris,https://www.hostelworld.com/hosteldetails.php/Grand-Hotel-de-Clermont/Paris/68304
5593,"125, Boulevard Saint Michel, 75005",Hotel des Mines,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-des-Mines/Paris/5593
61335,133 Avenue de Villiers,Hotel Le Villiers,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Le-Villiers/Paris/61335
79988,"1 Rue Pierre Semard, Noisy le sec",Handcircle,Paris,https://www.hostelworld.com/hosteldetails.php/Handcircle/Paris/79988
267576,"5, Rue Ernestine",HÃ´tel du Globe 18,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-du-Globe-18/Paris/267576
13885,"21, rue Copernic",Hotel Angleterre Etoile,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Angleterre-Etoile/Paris/13885
57044,"6, rue Gros Caillou",Hotel Eiffel Rive Gauche,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Eiffel-Rive-Gauche/Paris/57044
31689,"14, rue Laforest, 92240 MALAKOFF-Paris",Hotel Parc Even,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Parc-Even/Paris/31689
3053,"13, rue Marsollier, 75002",Hotel Louvre Marsollier Opera,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Louvre-Marsollier-Opera/Paris/3053
71099,"4, Rue Frochot",Hotel Opera Frochot,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Opera-Frochot/Paris/71099
615,"7 Rue Forest, 75018",Hotel Hippodrome Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Hippodrome-Montmartre/Paris/615
36824,68 Avenue de Villiers,Hotel Residence Villiers,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Residence-Villiers/Paris/36824
32759,"93, Rue de Charenton",Paris Hotel Le Mediterraneen,Paris,https://www.hostelworld.com/hosteldetails.php/Paris-Hotel-Le-Mediterraneen/Paris/32759
15378,"121, Rue du chemin vert",Modern Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Modern-Hotel/Paris/15378
35200,13 rue de Rocroy,Hotel Le Rocroy *** Gare du Nord,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Le-Rocroy-Gare-du-Nord/Paris/35200
35618,7 Rue Audran,Hotel Audran,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Audran/Paris/35618
275336,"36 Boulevard Jean Jaures, Clichy",Grand Hotel Clichy,Paris,https://www.hostelworld.com/hosteldetails.php/Grand-Hotel-Clichy/Paris/275336
68216,21 rue de Penthi\u00e8vre,Hotel Paris Saint-Honore,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Paris-Saint-Honore/Paris/68216
265640,51 rue de la victoire,Hotel Mogador,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Mogador/Paris/265640
88926,"4, rue Edouard Vaillant, Levallois-Perret",Residence Courcelle,Paris,https://www.hostelworld.com/hosteldetails.php/Residence-Courcelle/Paris/88926
3213,"5, rue Veronese, 75013",Kyriad Italie Gobelins,Paris,https://www.hostelworld.com/hosteldetails.php/Kyriad-Italie-Gobelins/Paris/3213
3091,96 Avenue Emile Zola,Korner Eiffel Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Korner-Eiffel-Hotel/Paris/3091
23570,"10, Rue Denfert Rochereau, 92600 Asnieres",Cecilia's Guest House,Paris,https://www.hostelworld.com/hosteldetails.php/Cecilia-s-Guest-House/Paris/23570
6091,"8, Rue Sevestre, 75018",Hotel Luxia,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Luxia/Paris/6091
47756,35 Avenue des Ternes,Hotel Floridor Etoile,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Floridor-Etoile/Paris/47756
10100,"61,Rue de Moines",Hotel Viator,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Viator/Paris/10100
71635,48 rue Saint Antoine,Sully Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Sully-Hotel/Paris/71635
7052,"9 Rue Tarbe, 75017",Hotel Prince Monceau,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Prince-Monceau/Paris/7052
1653,"98 Boulevard de Magenta, 75010",Hotel de l'Europe,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-l-Europe/Paris/1653
269550,"71 rue de Douai, 71 rue de Douai",Hotel AlizÃ© Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Alize-Montmartre/Paris/269550
3049,159 Boulevard Lefevbre,Hotel Clarisse,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Clarisse/Paris/3049
3485,"42 bis rue de l'Ermitage, 75020",Hotel Ermitage,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Ermitage/Paris/3485
13175,"2 avenue du Gnral de Gaulle, BAGNOLET-Paris",Hotel Reseda,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Reseda/Paris/13175
15381,131-133 Bd de Magenta,Avalon Hotel Paris *** Gare du Nord,Paris,https://www.hostelworld.com/hosteldetails.php/Avalon-Hotel-Paris-Gare-du-Nord/Paris/15381
282243,4 Rue Rodier,Corona Rodier,Paris,https://www.hostelworld.com/hosteldetails.php/Corona-Rodier/Paris/282243
101535,189 rue de Crim\u00e9e,HÃ´tel Brasserie TrÃ©ma,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Brasserie-Trema/Paris/101535
1656,"39 Boulevard Rochechouart, 75009",Avenir Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Avenir-Hotel/Paris/1656
5073,"65, rue du Chateau d'Eau, 75010",Garden Opera,Paris,https://www.hostelworld.com/hosteldetails.php/Garden-Opera/Paris/5073
37,31 Rue Beaunier 75014,Hotel Beaunier,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Beaunier/Paris/37
36756,6 Rue Turgot,Hotel Riviera,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Riviera/Paris/36756
8712,"19, rue Viala, 75015",Hotel Beaugrenelle Tour Eiffel,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Beaugrenelle-Tour-Eiffel/Paris/8712
8640,"129, Boulevard de Magenta, 75010 Paris",Grand Hotel Magenta,Paris,https://www.hostelworld.com/hosteldetails.php/Grand-Hotel-Magenta/Paris/8640
71253,7 rue Jean Baptiste Dumay,Hipotel Paris Buttes Chaumont,Paris,https://www.hostelworld.com/hosteldetails.php/Hipotel-Paris-Buttes-Chaumont/Paris/71253
263702,101 Rue Caulaincourt,Adonis Sacre Coeur Hotel Roma,Paris,https://www.hostelworld.com/hosteldetails.php/Adonis-Sacre-Coeur-Hotel-Roma/Paris/263702
13853,23 Rue Madeleine Michelis,Neuilly Park Hotel Porte Maillot,Paris,https://www.hostelworld.com/hosteldetails.php/Neuilly-Park-Hotel-Porte-Maillot/Paris/13853
68778,4 Bd de Magenta,Hotel de l'Exposition,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-l-Exposition/Paris/68778
5136,"10, boulevard Voltaire",Hotel Voltaire Republique,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Voltaire-Republique/Paris/5136
82055,12 Rue de l'Atlas,Beautiful City Hostel,Paris,https://www.hostelworld.com/hosteldetails.php/Beautiful-City-Hostel/Paris/82055
265653,51 rue Letort,Best Western Le 18 Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Best-Western-Le-18-Paris/Paris/265653
88275,13 rue Houdon,Luxelthe Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Luxelthe-Hotel/Paris/88275
40193,67 Boulevard de Clichy,GOLDHOTEL,Paris,https://www.hostelworld.com/hosteldetails.php/GOLDHOTEL/Paris/40193
98715,"4, Rue Bervic",Hotel Bervic Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Bervic-Montmartre/Paris/98715
270855,11 Rue Greffulhe,Hotel Cordelia,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Cordelia/Paris/270855
265099,"196, Boulevard de la Villette",HÃ´tel de la ComÃ¨te,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-la-Comete/Paris/265099
13852,"61, Boulevard du Montparnasse",Hotel Edouard VI,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Edouard-VI/Paris/13852
16357,"156 Rue Aristide Brian, Levallois Perret",Hotel Briand,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Briand/Paris/16357
79318,94 Boulevard de Rochechouart,Hotel Regina,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Regina/Paris/79318
605,"19, Rue Monsieur le Prince,75006",Villa des Princes,Paris,https://www.hostelworld.com/hosteldetails.php/Villa-des-Princes/Paris/605
3393,"166 rue du Faubourg-Poissonniere, 75010",Hotel Altona**,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Altona/Paris/3393
67619,"3, rue Georges Marie",Classics HÃ´tel Porte de Versailles,Paris,https://www.hostelworld.com/hosteldetails.php/Classics-Hotel-Porte-de-Versailles/Paris/67619
97555,4 Avenue Secretan,Hotel des Buttes Chaumont,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-des-Buttes-Chaumont/Paris/97555
66870,04 Rue Meslay,Hotel Paris Bruxelles - Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Paris-Bruxelles-Paris/Paris/66870
14070,"87, Avenue Emile Zola",Hotel Alize Grenelle Tour Eiffel,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Alize-Grenelle-Tour-Eiffel/Paris/14070
64552,8 rue Friant,Le Clos dâAlesia,Paris,https://www.hostelworld.com/hosteldetails.php/Le-Clos-dAlesia/Paris/64552
68419,97 rue du Chemin Vert,Hotel Chemin Vert,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Chemin-Vert/Paris/68419
87352,19 rue du d\u00e9part,Hotel Montparnasse Saint Germain,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Montparnasse-Saint-Germain/Paris/87352
72516,"44, boulevard Richard Lenoir",Auberge Flora,Paris,https://www.hostelworld.com/hosteldetails.php/Auberge-Flora/Paris/72516
274602,"6 rue Auguste Barbier, 11th arrondissement",Hotel International,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-International/Paris/274602
71785,25 Avenue du G\u00e9n\u00e9ral Leclerc,Best Western Nouvel Orleans Montparnasse,Paris,https://www.hostelworld.com/hosteldetails.php/Best-Western-Nouvel-Orleans-Montparnasse/Paris/71785
37875,32 Rue de Rocroy,Avalon AppartâHotel Paris Gare du Nord,Paris,https://www.hostelworld.com/hosteldetails.php/Avalon-AppartHotel-Paris-Gare-du-Nord/Paris/37875
77168,"71 Rue Monge, Ile de France",Best Western Quartier latin PanthÃ©on,Paris,https://www.hostelworld.com/hosteldetails.php/Best-Western-Quartier-latin-Pantheon/Paris/77168
93935,43 Rue des \u00c9coles,Hotel Claude Bernard Saint Germain,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Claude-Bernard-Saint-Germain/Paris/93935
79837,129 avenue de Villiers,Champerret Elysees Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Champerret-Elysees-Hotel/Paris/79837
27,"196 Rue Vaugirard, 75015",Hotel Yllen Eiffel***,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Yllen-Eiffel/Paris/27
2600,35 Rue Richard Lenoir,Hotel Richard,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Richard/Paris/2600
21903,47 rue Beaunier,Le Glamâs HÃ´tel,Paris,https://www.hostelworld.com/hosteldetails.php/Le-Glams-Hotel/Paris/21903
35442,14 Rue des Maraichers,Hotel Tamaris,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Tamaris/Paris/35442
29730,"10, Rue Du Helder",Hotel Opera Vivaldi 3***,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Opera-Vivaldi-3/Paris/29730
99006,"65, Rue des Pyr\u00e9n\u00e9es, Paris",Hotel de l'Union,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-de-l-Union/Paris/99006
275335,3 Rue de l'Etoile,Hotel Arc de Triomphe Etoile,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Arc-de-Triomphe-Etoile/Paris/275335
40815,38 Rue Poncelet,HÃ´tel des Deux Avenues,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-des-Deux-Avenues/Paris/40815
68641,"85, rue de la Pompe",Hotel Villa Glamour,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Villa-Glamour/Paris/68641
67992,"4 Rue Boissieu, 75018",Hotel Nation Montmartre,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Nation-Montmartre/Paris/67992
79838,17 rue de Turin,ElysÃ©es Opera Hotel,Paris,https://www.hostelworld.com/hosteldetails.php/Elysees-Opera-Hotel/Paris/79838
264520,68 Rue de Malte,Hotel Bristol Republique,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Bristol-Republique/Paris/264520
265264,"14 bis rue des Mara\u00eechers, Paris",Hotel Comete Paris,Paris,https://www.hostelworld.com/hosteldetails.php/Hotel-Comete-Paris/Paris/265264
510,"Compton Place, Off 37 Tavistock Place, WC1",Generator Hostel London,London,https://www.hostelworld.com/hosteldetails.php/Generator-Hostel-London/London/510
88047,7 Dock Street,Wombats City Hostel London,London,https://www.hostelworld.com/hosteldetails.php/Wombats-City-Hostel-London/London/88047
62036,172 New Kent Road,Rest Up London,London,https://www.hostelworld.com/hosteldetails.php/Rest-Up-London/London/62036
21954,78 Kings Cross rd,Clink78,London,https://www.hostelworld.com/hosteldetails.php/Clink78/London/21954
283734,"2 Southampton Rd, Belsize Park",Hostel One Camden,London,https://www.hostelworld.com/hosteldetails.php/Hostel-One-Camden/London/283734
36345,"233 Willesden Lane, London",Palmers Lodge - Hillspring at Willesden Green,London,https://www.hostelworld.com/hosteldetails.php/Palmers-Lodge-Hillspring-at-Willesden-Green/London/36345
92473,"91 Dean Street, Soho, Westminster",SoHostel,London,https://www.hostelworld.com/hosteldetails.php/SoHostel/London/92473
291433,63 Prince's Square,Hostel One Notting Hill,London,https://www.hostelworld.com/hosteldetails.php/Hostel-One-Notting-Hill/London/291433
55551,144-152 Walworth Road,Safestay London Elephant & Castle,London,https://www.hostelworld.com/hosteldetails.php/Safestay-London-Elephant-and-Castle/London/55551
14348,"40 College Crescent, Swiss Cottage",Palmers Lodge - Swiss Cottage,London,https://www.hostelworld.com/hosteldetails.php/Palmers-Lodge-Swiss-Cottage/London/14348
516,"261-265 Grays Inn Road, Kings Cross",Clink261,London,https://www.hostelworld.com/hosteldetails.php/Clink261/London/516
520,"27 Montague Street, Bloomsbury",Astor Museum Inn,London,https://www.hostelworld.com/hosteldetails.php/Astor-Museum-Inn/London/520
502,165 Borough High Street,St Christopher's Village,London,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Village/London/502
524,"71 Belgrave Road, Victoria",Astor Victoria,London,https://www.hostelworld.com/hosteldetails.php/Astor-Victoria/London/524
25678,"191 Queensgate, South Kensington",Astor Hyde Park,London,https://www.hostelworld.com/hosteldetails.php/Astor-Hyde-Park/London/25678
